date,meanTemp,precipitation,snowDepth,frost,frost_days,ftc,ftc_days,Pts_01_diff,Pts_02_diff,Pts_03_diff,Pts_04_diff,Pts_05_diff,Pts_06_diff,Pts_07_diff,Pts_08_diff,Pts_09_diff
2014-10-29,-3.4,19.8,0.0,1,1,1,2,3.4000000000000057,5.999999999999993,0.09999999999999432,2.1000000000000014,2.1999999999999957,2.8999999999999986,2.3000000000000007,-0.09999999999999998,2.799999999999997
2014-10-30,-4.3,4.0,0.0,1,2,0,0,-4.900000000000006,4.400000000000006,-1.6999999999999957,3.0999999999999943,-2.5999999999999943,1.8000000000000007,0.3000000000000007,-0.5,3.1000000000000085
2014-10-31,-4.5,0.0,0.0,1,3,1,1,7.700000000000003,7.299999999999997,7.299999999999997,4.800000000000004,5.799999999999997,1.5,2.599999999999998,1.1,4.799999999999997
2014-11-01,2.7,0.2,0.0,0,0,1,2,1.0999999999999943,2.6000000000000085,4.800000000000004,2.1000000000000014,2.5,1.6999999999999993,2.3999999999999986,-0.8,5.200000000000003
2014-11-02,2.8,6.7,0.0,0,0,0,0,12.300000000000011,6.8999999999999915,7.599999999999994,4.5,5.0,3.1000000000000014,-0.5,0.7,7.799999999999997
2014-11-03,0.5,0.3,0.0,0,0,1,1,7.799999999999997,5.6000000000000085,4.0,2.799999999999997,2.8999999999999986,0.7999999999999972,0.8000000000000043,-0.09999999999999987,7.200000000000003
2014-11-04,-4.0,0.3,0.0,1,1,1,2,7.799999999999997,5.5,4.1000000000000085,3.4000000000000057,2.8999999999999986,1.7000000000000028,1.6999999999999957,-0.8,4.5
2014-11-05,-7.0,0.9,0.0,1,2,0,0,3.5999999999999943,3.5,2.799999999999997,2.0999999999999943,1.5,1.2999999999999972,1.0,-0.09999999999999998,1.0999999999999943
2014-11-06,-6.4,0.0,0.0,1,3,0,0,2.8000000000000114,2.5999999999999943,2.3999999999999915,1.7000000000000028,1.2999999999999972,1.3000000000000043,1.4000000000000057,0.09999999999999998,0.9000000000000057
2014-11-07,-7.6,0.1,0.0,1,4,0,0,2.0,1.7000000000000028,1.7000000000000028,1.3999999999999915,1.0,0.8999999999999986,0.8999999999999986,0.4,0.5999999999999943
2014-11-08,-2.0,0.0,0.0,1,5,1,1,2.1999999999999886,1.8999999999999915,1.7999999999999972,1.3000000000000114,1.1000000000000085,0.7999999999999972,0.7999999999999972,-0.4,0.5
2014-11-09,0.7,0.1,0.0,0,0,1,2,2.0999999999999943,0.9000000000000057,1.4000000000000057,0.5,1.0,0.8000000000000043,1.0,0.0,0.0
2014-11-10,1.2,0.0,0.0,0,0,1,3,2.3000000000000114,3.299999999999997,2.0999999999999943,2.5999999999999943,1.2999999999999972,1.1000000000000014,1.3999999999999986,0.0,1.7999999999999972
2014-11-11,-0.9,0.0,0.0,1,1,1,4,1.1999999999999886,0.9000000000000057,1.5,1.0999999999999943,0.7000000000000028,0.5999999999999943,0.5,0.0,0.5
2014-11-12,-2.2,0.0,0.0,1,2,0,0,0.9000000000000057,0.5999999999999943,0.7000000000000028,0.6000000000000085,0.5,0.20000000000000284,0.4000000000000057,0.19999999999999996,0.6000000000000085
2014-11-13,-1.6,0.0,0.0,1,3,0,0,1.8000000000000114,1.2999999999999972,1.1000000000000085,0.8999999999999915,0.7999999999999972,0.5,0.5,-0.6,1.5
2014-11-14,-1.5,0.0,0.0,1,4,0,0,1.5999999999999943,1.2000000000000028,1.0,0.9000000000000057,0.7000000000000028,0.3999999999999986,0.6999999999999957,0.19999999999999998,1.0
2014-11-15,-1.9,0.0,0.0,1,5,0,0,1.0999999999999943,0.9000000000000057,0.7999999999999972,0.7000000000000028,0.5,0.3999999999999986,0.5,-0.09999999999999998,0.3999999999999915
2014-11-16,-3.7,0.0,0.0,1,6,0,0,1.5,1.3999999999999915,1.7999999999999972,1.2000000000000028,0.8999999999999915,1.2000000000000028,0.8999999999999986,1.5,0.7000000000000028
2014-11-17,-5.1,0.0,0.0,1,7,0,0,0.8000000000000114,0.5,0.4000000000000057,0.3999999999999915,0.4000000000000057,0.20000000000000284,0.4000000000000057,-0.09999999999999987,0.20000000000000284
2014-11-18,-4.4,0.1,0.0,1,8,0,0,0.5,0.4000000000000057,0.5999999999999943,0.29999999999999716,0.20000000000000284,0.09999999999999432,0.09999999999999432,-1.2000000000000002,0.29999999999999716
2014-11-19,-4.6,0.0,0.0,1,9,0,0,0.5,0.5,0.5,0.5,0.3999999999999915,0.30000000000000426,0.4000000000000057,0.09999999999999998,0.7999999999999972
2014-11-20,-3.6,0.0,0.0,1,10,0,0,0.6999999999999886,0.5,0.9000000000000057,0.5,0.5,0.5,0.29999999999999716,-0.09999999999999998,0.5
2014-11-21,-4.2,0.1,0.0,1,11,0,0,1.0,0.7000000000000028,0.7999999999999972,0.8000000000000114,0.4000000000000057,0.5,0.6000000000000014,0.5,0.6000000000000085
2014-11-22,-5.4,0.1,0.0,1,12,0,0,0.20000000000001705,0.09999999999999432,0.29999999999999716,0.19999999999998863,0.20000000000000284,0.19999999999999574,0.29999999999999716,0.0,0.19999999999998863
2014-11-23,-4.8,0.3,0.0,1,13,0,0,0.0,2.200000000000003,0.7999999999999972,0.5,0.09999999999999432,0.6000000000000014,-0.10000000000000142,-0.4,-0.6999999999999886
2014-11-24,-2.6,1.3,0.0,1,14,0,0,-0.20000000000001705,0.5999999999999943,0.10000000000000853,0.4000000000000057,0.20000000000000284,0.20000000000000284,-1.0,0.0,-0.30000000000001137
2014-11-25,-2.6,14.3,0.0,1,15,0,0,0.8000000000000114,0.10000000000000853,-0.8000000000000114,0.5,-0.20000000000000284,0.19999999999999574,-0.19999999999999574,-0.2,-1.6999999999999886
2014-11-26,-5.2,1.1,0.0,1,16,0,0,-0.4000000000000057,1.3999999999999915,0.9000000000000057,-0.29999999999999716,1.2999999999999972,-0.29999999999999716,-0.5,0.0,-1.7000000000000028
2014-11-27,-3.1,0.0,0.0,1,17,0,0,1.5,2.700000000000017,1.5999999999999943,-0.10000000000000853,1.3000000000000114,0.29999999999999716,-0.30000000000000426,0.0,0.7000000000000028
2014-11-28,-7.3,0.1,0.0,1,18,0,0,1.5,0.19999999999998863,0.6000000000000085,1.2000000000000028,1.5,-0.09999999999999432,0.7000000000000028,0.3,0.19999999999998863
2014-11-29,-8.1,0.1,0.0,1,19,0,0,0.30000000000001137,-0.09999999999999432,1.7000000000000028,0.20000000000000284,0.09999999999999432,-0.20000000000000284,0.7000000000000028,-1.0,-0.6999999999999886
2014-11-30,-7.5,0.0,0.0,1,20,0,0,0.0,0.0,1.2999999999999972,-0.20000000000000284,-0.29999999999999716,0.20000000000000284,-0.20000000000000284,0.10000000000000003,0.19999999999998863
2014-12-01,-5.5,1.5,0.0,1,21,0,0,0.6999999999999886,-0.8000000000000114,1.2999999999999972,0.4000000000000057,0.5,-0.10000000000000142,0.29999999999999716,0.19999999999999998,0.6000000000000085
2014-12-02,-4.5,0.0,0.0,1,22,1,1,-0.5,-0.19999999999998863,1.2999999999999972,0.09999999999999432,0.7999999999999972,0.10000000000000142,0.0,-0.5,1.0
2014-12-03,0.1,1.5,0.0,0,0,1,2,1.0999999999999943,-0.5999999999999943,1.2000000000000028,-0.8999999999999915,0.4000000000000057,0.3999999999999986,-0.5999999999999943,-0.09999999999999998,0.5
2014-12-04,0.9,1.7,0.0,0,0,1,3,-4.0,0.5,-1.2000000000000028,1.0999999999999943,-0.7000000000000028,0.29999999999999716,1.0999999999999943,0.39999999999999997,-1.0
2014-12-05,-3.5,0.0,0.0,1,1,1,4,2.5,0.0,0.20000000000000284,0.7999999999999972,1.0999999999999943,-0.10000000000000142,0.20000000000000284,-0.3,0.29999999999999716
2014-12-06,-5.0,8.2,0.0,1,2,0,0,0.700000000000017,-1.0000000000000142,2.5,0.0,0.29999999999999716,-0.19999999999999574,-0.5,0.5,-0.7999999999999972
2014-12-07,-4.4,1.8,0.0,1,3,0,0,-1.700000000000017,-0.7999999999999972,-0.7000000000000028,-2.299999999999997,-1.1999999999999886,0.0,0.7000000000000028,-0.1,-0.6000000000000085
2014-12-08,-5.7,7.4,0.0,1,4,0,0,-3.6999999999999886,-0.7000000000000028,-0.5999999999999943,-0.5999999999999943,0.5999999999999943,0.0,0.7999999999999972,0.0,0.5
2014-12-09,-6.0,14.7,0.0,1,5,0,0,1.1999999999999886,-0.7000000000000028,0.20000000000000284,0.5,-1.2999999999999972,0.0,0.10000000000000142,0.1,3.4000000000000057
2014-12-10,-4.8,2.1,0.0,1,6,0,0,0.9000000000000057,-1.5,-1.6000000000000085,-1.3000000000000114,0.09999999999999432,0.10000000000000142,4.600000000000001,0.1,0.20000000000000284
2014-12-11,-4.8,0.0,0.0,1,7,0,0,-1.0999999999999943,1.3000000000000114,0.0,0.9000000000000057,0.5,0.0,1.1999999999999957,-0.3,-0.10000000000000853
2014-12-12,-6.9,0.0,0.0,1,8,0,0,-1.0,1.0999999999999943,-0.20000000000000284,-0.4000000000000057,-0.20000000000000284,0.3999999999999986,-0.6000000000000014,0.4,0.30000000000001137
2014-12-13,-6.9,0.5,0.0,1,9,0,0,3.5,-0.4000000000000057,0.0,0.0,0.20000000000000284,0.0,-0.19999999999999574,0.30000000000000004,0.5999999999999943
2014-12-14,-5.3,17.3,0.0,1,10,0,0,0.799999999999983,-2.5,-1.5,-0.5,0.20000000000000284,0.0,4.399999999999999,-0.10000000000000003,-1.0
2014-12-15,-7.0,1.3,0.0,1,11,0,0,-1.0,-1.5,-0.09999999999999432,0.8000000000000114,-0.7999999999999972,0.10000000000000142,4.5,-0.09999999999999998,-0.5999999999999943
2014-12-16,-7.1,4.6,0.0,1,12,0,0,1.700000000000017,-4.199999999999989,1.9000000000000057,0.7999999999999972,-0.6000000000000085,-0.10000000000000142,-0.3999999999999986,0.0,-0.7000000000000028
2014-12-17,-7.7,1.8,0.0,1,13,0,0,-1.3000000000000114,0.09999999999999432,-2.1000000000000085,0.0,0.7000000000000028,0.3999999999999986,1.2999999999999972,0.0,-1.7000000000000028
2014-12-18,-4.5,0.7,0.0,1,14,0,0,1.8000000000000114,-0.5999999999999943,-0.5,-0.6000000000000085,0.5,-0.20000000000000284,0.5,0.09999999999999998,-1.4000000000000057
2014-12-19,-6.2,5.1,0.0,1,15,0,0,0.29999999999998295,-1.5,0.0,1.7000000000000028,-0.3999999999999915,0.20000000000000284,1.1000000000000014,0.10000000000000003,-0.6999999999999886
2014-12-20,-6.8,1.1,0.0,1,16,0,0,-1.299999999999983,-4.200000000000003,-1.2000000000000028,-0.5,0.29999999999999716,0.0,-0.09999999999999432,-0.30000000000000004,0.0
2014-12-21,-7.7,22.9,0.0,1,17,0,0,-4.200000000000017,-2.5,1.1000000000000085,-0.29999999999999716,1.0,0.5,-2.4000000000000057,0.30000000000000004,-4.300000000000011
